bbl,month,address,sensor_site,distance_miles,sensor_lat,sensor_lon,pm25_monthly_mean,pm25_monthly_min,pm25_monthly_max,total_hours
1000130001,2024-09,"1 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.489097222222222,3.6266666666666665,12.495,720
1000130001,2024-10,"1 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.331438172043011,3.294583333333333,12.060416666666667,744
1000130001,2024-11,"1 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.164333333333333,3.5966666666666662,20.23375,720
1000130001,2024-12,"1 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,9.090120967741935,3.7583333333333333,18.079166666666666,744
1000130001,2025-01,"1 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.5828494623655915,3.4791666666666665,12.030000000000001,744
1000130001,2025-02,"1 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.299940476190477,3.6612500000000003,10.203333333333333,672
1000130001,2025-03,"1 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.132647849462365,3.342916666666667,13.319166666666666,744
1000130001,2025-04,"1 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.101475694444445,3.2608333333333337,13.93,576
1000130005,2024-01,"11 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,8.849086021505377,4.6987499999999995,19.54125,744
1000130005,2024-02,"11 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,9.58889367816092,5.306666666666667,23.51375,696
1000130005,2024-03,"11 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,8.637695402298851,4.757083333333333,23.54875,682
1000130005,2024-04,"11 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,9.449847222222221,4.989583333333333,22.16875,720
1000130005,2024-05,"11 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,11.80220430107527,6.24875,23.82375,744
1000130005,2024-06,"11 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,9.909125,4.8675,26.427083333333332,720
1000130005,2024-07,"11 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,10.679677419354839,5.254166666666666,25.365,744
1000130005,2024-08,"11 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,9.875779569892472,4.01,18.66208333333333,744
1000130005,2024-09,"11 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.489097222222222,3.6266666666666665,12.495,720
1000130005,2024-10,"11 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.331438172043011,3.294583333333333,12.060416666666667,744
1000130005,2024-11,"11 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.164333333333333,3.5966666666666662,20.23375,720
1000130005,2024-12,"11 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,9.090120967741935,3.7583333333333333,18.079166666666666,744
1000130005,2025-01,"11 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.5828494623655915,3.4791666666666665,12.030000000000001,744
1000130005,2025-02,"11 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.299940476190477,3.6612500000000003,10.203333333333333,672
1000130005,2025-03,"11 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.132647849462365,3.342916666666667,13.319166666666666,744
1000130005,2025-04,"11 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.101475694444445,3.2608333333333337,13.93,576
1000130027,2024-01,"25 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,8.849086021505377,4.6987499999999995,19.54125,744
1000130027,2024-02,"25 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,9.58889367816092,5.306666666666667,23.51375,696
1000130027,2024-03,"25 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,8.637695402298851,4.757083333333333,23.54875,682
1000130027,2024-04,"25 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,9.449847222222221,4.989583333333333,22.16875,720
1000130027,2024-05,"25 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,11.80220430107527,6.24875,23.82375,744
1000130027,2024-06,"25 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,9.909125,4.8675,26.427083333333332,720
1000130027,2024-07,"25 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,10.679677419354839,5.254166666666666,25.365,744
1000130027,2024-08,"25 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,9.875779569892472,4.01,18.66208333333333,744
1000130027,2024-09,"25 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.489097222222222,3.6266666666666665,12.495,720
1000130027,2024-10,"25 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.331438172043011,3.294583333333333,12.060416666666667,744
1000130027,2024-11,"25 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.164333333333333,3.5966666666666662,20.23375,720
1000130027,2024-12,"25 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,9.090120967741935,3.7583333333333333,18.079166666666666,744
1000130027,2025-01,"25 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.5828494623655915,3.4791666666666665,12.030000000000001,744
1000130027,2025-02,"25 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.299940476190477,3.6612500000000003,10.203333333333333,672
1000130027,2025-03,"25 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.132647849462365,3.342916666666667,13.319166666666666,744
1000130027,2025-04,"25 Broadway, New York, NY 10004",Broadway/35th St,0.5,40.75069,-73.98783,6.101475694444445,3.2608333333333337,13.93,576
1000160260,2024-01,"200 W St, New York, NY 10282",Queensboro Bridge,0.92,40.761234,-73.963886,7.343360215053764,4.362916666666667,15.854999999999999,744
1000160260,2024-02,"200 W St, New York, NY 10282",Queensboro Bridge,0.92,40.761234,-73.963886,7.469669540229885,4.145833333333333,17.562916666666666,696
1000160260,2024-03,"200 W St, New York, NY 10282",Queensboro Bridge,0.92,40.761234,-73.963886,6.437572090089507,3.6820833333333334,16.618750000000002,636
1000160260,2024-04,"200 W St, New York, NY 10282",Queensboro Bridge,0.92,40.761234,-73.963886,10.079474206349206,4.6066666666666665,22.10666666666667,666
1000160260,2024-05,"200 W St, New York, NY 10282",Queensboro Bridge,0.92,40.761234,-73.963886,15.608333333333333,15.608333333333333,15.608333333333333,6
1000160260,2024-07,"200 W St, New York, NY 10282",Queensboro Bridge,0.92,40.761234,-73.963886,10.669798850574713,4.303333333333334,26.870833333333334,678
1000160260,2024-08,"200 W St, New York, NY 10282",Queensboro Bridge,0.92,40.761234,-73.963886,9.335672043010751,3.330416666666667,18.883333333333333,744
1000160260,2024-09,"200 W St, New York, NY 10282",Queensboro Bridge,0.92,40.761234,-73.963886,6.1621250000000005,3.4433333333333334,12.698333333333332,720
1000160260,2024-10,"200 W St, New York, NY 10282",Queensboro Bridge,0.92,40.761234,-73.963886,5.979274193548386,2.9183333333333334,11.955833333333333,744
1000160260,2024-11,"200 W St, New York, NY 10282",Queensboro Bridge,0.92,40.761234,-73.963886,5.556138888888889,3.1679166666666667,15.17125,720
1000160260,2024-12,"200 W St, New York, NY 10282",Queensboro Bridge,0.92,40.761234,-73.963886,6.4399999999999995,3.5091666666666668,12.1025,744
1000160260,2025-01,"200 W St, New York, NY 10282",Queensboro Bridge,0.92,40.761234,-73.963886,6.040940860215054,2.99625,11.358333333333334,744
1000160260,2025-02,"200 W St, New York, NY 10282",Queensboro Bridge,0.92,40.761234,-73.963886,6.0259374999999995,3.1058333333333334,10.282916666666667,672
1000160260,2025-03,"200 W St, New York, NY 10282",Queensboro Bridge,0.92,40.761234,-73.963886,5.788884408602151,2.932916666666667,13.523333333333333,744
1000160260,2025-04,"200 W St, New York, NY 10282",Queensboro Bridge,0.92,40.761234,-73.963886,5.668993055555556,2.652083333333333,12.4975,576
1000200004,2024-01,"39 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,8.849086021505377,4.6987499999999995,19.54125,744
1000200004,2024-02,"39 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,9.58889367816092,5.306666666666667,23.51375,696
1000200004,2024-03,"39 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,8.637695402298851,4.757083333333333,23.54875,682
1000200004,2024-04,"39 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,9.449847222222221,4.989583333333333,22.16875,720
1000200004,2024-05,"39 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,11.80220430107527,6.24875,23.82375,744
1000200004,2024-06,"39 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,9.909125,4.8675,26.427083333333332,720
1000200004,2024-07,"39 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,10.679677419354839,5.254166666666666,25.365,744
1000200004,2024-08,"39 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,9.875779569892472,4.01,18.66208333333333,744
1000200004,2024-09,"39 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.489097222222222,3.6266666666666665,12.495,720
1000200004,2024-10,"39 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.331438172043011,3.294583333333333,12.060416666666667,744
1000200004,2024-11,"39 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.164333333333333,3.5966666666666662,20.23375,720
1000200004,2024-12,"39 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,9.090120967741935,3.7583333333333333,18.079166666666666,744
1000200004,2025-01,"39 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.5828494623655915,3.4791666666666665,12.030000000000001,744
1000200004,2025-02,"39 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.299940476190477,3.6612500000000003,10.203333333333333,672
1000200004,2025-03,"39 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.132647849462365,3.342916666666667,13.319166666666666,744
1000200004,2025-04,"39 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.101475694444445,3.2608333333333337,13.93,576
1000200009,2024-01,"45 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,8.849086021505377,4.6987499999999995,19.54125,744
1000200009,2024-02,"45 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,9.58889367816092,5.306666666666667,23.51375,696
1000200009,2024-03,"45 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,8.637695402298851,4.757083333333333,23.54875,682
1000200009,2024-04,"45 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,9.449847222222221,4.989583333333333,22.16875,720
1000200009,2024-05,"45 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,11.80220430107527,6.24875,23.82375,744
1000200009,2024-06,"45 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,9.909125,4.8675,26.427083333333332,720
1000200009,2024-07,"45 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,10.679677419354839,5.254166666666666,25.365,744
1000200009,2024-08,"45 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,9.875779569892472,4.01,18.66208333333333,744
1000200009,2024-09,"45 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.489097222222222,3.6266666666666665,12.495,720
1000200009,2024-10,"45 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.331438172043011,3.294583333333333,12.060416666666667,744
1000200009,2024-11,"45 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.164333333333333,3.5966666666666662,20.23375,720
1000200009,2024-12,"45 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,9.090120967741935,3.7583333333333333,18.079166666666666,744
1000200009,2025-01,"45 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.5828494623655915,3.4791666666666665,12.030000000000001,744
1000200009,2025-02,"45 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.299940476190477,3.6612500000000003,10.203333333333333,672
1000200009,2025-03,"45 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.132647849462365,3.342916666666667,13.319166666666666,744
1000200009,2025-04,"45 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.101475694444445,3.2608333333333337,13.93,576
1000200016,2024-01,"55 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,8.849086021505377,4.6987499999999995,19.54125,744
1000200016,2024-02,"55 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,9.58889367816092,5.306666666666667,23.51375,696
1000200016,2024-03,"55 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,8.637695402298851,4.757083333333333,23.54875,682
1000200016,2024-04,"55 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,9.449847222222221,4.989583333333333,22.16875,720
1000200016,2024-05,"55 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,11.80220430107527,6.24875,23.82375,744
1000200016,2024-06,"55 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,9.909125,4.8675,26.427083333333332,720
1000200016,2024-07,"55 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,10.679677419354839,5.254166666666666,25.365,744
1000200016,2024-08,"55 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,9.875779569892472,4.01,18.66208333333333,744
1000200016,2024-09,"55 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.489097222222222,3.6266666666666665,12.495,720
1000200016,2024-10,"55 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.331438172043011,3.294583333333333,12.060416666666667,744
1000200016,2024-11,"55 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.164333333333333,3.5966666666666662,20.23375,720
1000200016,2024-12,"55 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,9.090120967741935,3.7583333333333333,18.079166666666666,744
1000200016,2025-01,"55 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.5828494623655915,3.4791666666666665,12.030000000000001,744
1000200016,2025-02,"55 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.299940476190477,3.6612500000000003,10.203333333333333,672
1000200016,2025-03,"55 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.132647849462365,3.342916666666667,13.319166666666666,744
1000200016,2025-04,"55 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,6.101475694444445,3.2608333333333337,13.93,576
1000210001,2024-01,"61 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,8.849086021505377,4.6987499999999995,19.54125,744
1000210001,2024-02,"61 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,9.58889367816092,5.306666666666667,23.51375,696
1000210001,2024-03,"61 Broadway, New York, NY 10006",Broadway/35th St,0.5,40.75069,-73.98783,8.637695402298851,4.757083333333333,23.54875,682
