bbl,address,office_sqft,total_gross_floor_area,office_pct_of_building,elec_tariff,Office_Gas_Usage_Current_Jan_kBtu,Office_Gas_Cost_Current_Jan_USD,Office_Gas_Usage_Current_Feb_kBtu,Office_Gas_Cost_Current_Feb_USD,Office_Gas_Usage_Current_Mar_kBtu,Office_Gas_Cost_Current_Mar_USD,Office_Gas_Usage_Current_Apr_kBtu,Office_Gas_Cost_Current_Apr_USD,Office_Gas_Usage_Current_May_kBtu,Office_Gas_Cost_Current_May_USD,Office_Gas_Usage_Current_Jun_kBtu,Office_Gas_Cost_Current_Jun_USD,Office_Gas_Usage_Current_Jul_kBtu,Office_Gas_Cost_Current_Jul_USD,Office_Gas_Usage_Current_Aug_kBtu,Office_Gas_Cost_Current_Aug_USD,Office_Gas_Usage_Current_Sep_kBtu,Office_Gas_Cost_Current_Sep_USD,Office_Gas_Usage_Current_Oct_kBtu,Office_Gas_Cost_Current_Oct_USD,Office_Gas_Usage_Current_Nov_kBtu,Office_Gas_Cost_Current_Nov_USD,Office_Gas_Usage_Current_Dec_kBtu,Office_Gas_Cost_Current_Dec_USD,Office_Steam_Usage_Current_Jan_kBtu,Office_Steam_Cost_Current_Jan_USD,Office_Steam_Usage_Current_Feb_kBtu,Office_Steam_Cost_Current_Feb_USD,Office_Steam_Usage_Current_Mar_kBtu,Office_Steam_Cost_Current_Mar_USD,Office_Steam_Usage_Current_Apr_kBtu,Office_Steam_Cost_Current_Apr_USD,Office_Steam_Usage_Current_May_kBtu,Office_Steam_Cost_Current_May_USD,Office_Steam_Usage_Current_Jun_kBtu,Office_Steam_Cost_Current_Jun_USD,Office_Steam_Usage_Current_Jul_kBtu,Office_Steam_Cost_Current_Jul_USD,Office_Steam_Usage_Current_Aug_kBtu,Office_Steam_Cost_Current_Aug_USD,Office_Steam_Usage_Current_Sep_kBtu,Office_Steam_Cost_Current_Sep_USD,Office_Steam_Usage_Current_Oct_kBtu,Office_Steam_Cost_Current_Oct_USD,Office_Steam_Usage_Current_Nov_kBtu,Office_Steam_Cost_Current_Nov_USD,Office_Steam_Usage_Current_Dec_kBtu,Office_Steam_Cost_Current_Dec_USD,Office_Elec_Usage_Current_Jan_kBtu,Office_Elec_Cost_Current_Jan_USD,Office_Elec_Usage_Current_Feb_kBtu,Office_Elec_Cost_Current_Feb_USD,Office_Elec_Usage_Current_Mar_kBtu,Office_Elec_Cost_Current_Mar_USD,Office_Elec_Usage_Current_Apr_kBtu,Office_Elec_Cost_Current_Apr_USD,Office_Elec_Usage_Current_May_kBtu,Office_Elec_Cost_Current_May_USD,Office_Elec_Usage_Current_Jun_kBtu,Office_Elec_Cost_Current_Jun_USD,Office_Elec_Usage_Current_Jul_kBtu,Office_Elec_Cost_Current_Jul_USD,Office_Elec_Usage_Current_Aug_kBtu,Office_Elec_Cost_Current_Aug_USD,Office_Elec_Usage_Current_Sep_kBtu,Office_Elec_Cost_Current_Sep_USD,Office_Elec_Usage_Current_Oct_kBtu,Office_Elec_Cost_Current_Oct_USD,Office_Elec_Usage_Current_Nov_kBtu,Office_Elec_Cost_Current_Nov_USD,Office_Elec_Usage_Current_Dec_kBtu,Office_Elec_Cost_Current_Dec_USD
1005760046,"60 5 Ave, New York, NY 10011",96475,121054,0.797,SC9 Rate I (Standard),319348,6579.97,295968,6100.68,297132,6124.54,164410,3403.74,125320,2602.39,114309,2376.67,124243,2580.31,118390,2460.33,111632,2321.79,135746,2816.13,249711,5152.41,303794,6261.11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,435984,14657.1,411762,14526.27,411762,13148.05,387541,12520.35,387541,13319.34,411762,16225.19,435984,17301.84,435984,17748.88,411762,16622.05,387541,12924.6,387541,13286.1,411762,13174.08
1005770034,"8 W 14th St, New York, NY 10011",110000,115500,0.952,SC9 Rate II (Large TOD),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,125093,7124.22,216354,12321.67,81580,4646.1,23226,1322.75,103004,5866.22,0,,0,,0,,0,,25620,1459.1,197589,11252.97,373668,21280.92,4500,647.61,4145,642.68,4572,641.92,4395,637.8,4711,657.32,4608,677.46,4708,682.92,4542,681.18,4355,672,4500,645.75,3757,625.44,4032,625.59
1005780047,"250 Hudson St, New York, NY 10013",323600,332960,0.972,SC9 Rate I (Standard),1159444,23801.94,488505,10047.69,491102,10100.92,274812,5666.98,30969,668.2,14826,337.27,15297,346.92,21146,466.83,18409,410.72,10444,247.44,677139,13914.68,1009298,20723.94,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,801686,26530.77,771530,26780.1,827450,25915.18,772258,24451.61,858044,28881.13,942585,36495.38,1102333,42979.14,1094218,43788.39,938029,37225.49,817948,26721.82,725290,24428.11,657146,20726.13
1005810063,"225 Varick St, New York, NY 10014",292116,299592,0.975,SC9 Rate I (Standard),833698,17124.14,1046373,21483.98,931968,19138.68,243578,5026.68,135808,2817.4,50262,1063.7,50838,1075.51,51858,1096.42,51336,1085.72,120392,2501.37,514388,10578.29,813181,16703.54,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1313292,43141.68,1126709,38877.63,1217145,37883.97,1172745,36871.95,1212727,40612.2,1112165,42971.02,1061900,41421.08,1021430,40908.92,1057704,41910.78,925892,30182.09,982822,32923.84,1000021,31278.61
1005970001,"515 Greenwich St, New York, NY 10013",49615,59615,0.832,SC9 Rate I (Standard),124297,3147.21,115197,2916.98,115650,2928.44,63992,1621.5,48777,1236.56,44491,1128.12,48358,1225.96,46080,1168.32,43449,1101.76,52835,1339.23,97193,2461.48,118243,2994.05,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,109685,4062.77,103592,4029.88,103592,3683.15,97498,3525.21,97498,3726.23,103592,4457.3,109685,4728.14,109685,4840.6,103592,4557.14,97498,3626.92,97498,3717.86,103592,3689.7
1005970012,"78 Vandam St, New York, NY 10013",366584,427972,0.857,SC9 Rate I (Standard),1063422,21833.48,1163569,23886.5,969054,19898.94,305261,6291.18,145348,3012.97,116421,2419.96,113281,2355.59,127011,2637.06,113407,2358.18,150466,3117.89,739881,15200.89,928715,19071.99,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,759439,25159.09,707081,24584.94,804661,25215.25,809376,25602.76,852043,28682.65,1062866,41088.47,1305115,50793.2,1304391,52102.76,1152887,45637.21,1031201,33557.9,935305,31356.3,927660,29051.6
1005970062,"323 Hudson St, New York, NY 10013",164741.05,193813,0.85,SC9 Rate I (Standard),141213,3575.19,119489,3025.57,11976,305.49,2844,74.45,0,,0,,1620,43.49,0,,0,,26,3.16,31922,810.13,90772,2299.03,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1289046,42354.46,1163035,40114.9,1295032,40276.14,1251990,39329.59,1278715,42794.74,1347987,51976.2,1536279,59700.95,1444897,57661.13,1358837,53700.19,1274284,41350.22,1239168,41380.44,1340362,41753.11
1005990064,"375 Hudson St, New York, NY 10014",910823,1076164,0.846,SC9 Rate II (Large TOD),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2215682,126186.24,1576083,89760.17,993701,56592.69,323977,18450.95,71418,4067.36,0,,0,,0,,0,,159958,9109.84,1021094,58152.76,1774514,101061.1,1855396,60742.81,1596909,54892.81,1763365,54660.16,1744838,54614.33,1840257,61367.63,1924009,73972.38,2317566,89807.3,2267864,90217.42,2072192,81628.15,1743140,56379.97,1724780,57400.3,1682062,52269.42
1006010047,"120 Leroy St, New York, NY 10014",118000,118000,1,SC9 Rate I (Standard),310089,7847.75,250422,6338.18,241805,6120.17,112101,2838.66,87663,2220.37,83077,2104.35,83832,2123.45,83944,2126.28,81662,2068.55,162148,4104.84,162111,4103.91,221075,5595.7,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1314699,43187.37,1172611,40441.07,1308936,40703.17,1163932,36598.64,1205617,40377.04,1202678,46427.38,1276343,49684.49,1272980,50860.15,1205570,47699.76,1279009,41501.69,1275033,42563.59,1222452,38124.25
1006020068,"435 Hudson St, New York, NY 10014",232530,245330,0.948,SC9 Rate I (Standard),854306,17546.61,939548,19294.07,813852,16717.3,319818,6589.6,211822,4375.68,127391,2644.85,95925,1999.8,54963,1160.07,95337,1987.74,116485,2421.28,179678,3716.73,226342,4673.34,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,871957,28812.35,809114,28060.22,882051,27592.15,867746,27412.99,896536,30154.25,1082518,41838.91,1364872,53095.9,1268376,50678.02,1104700,43750.68,999644,32546.3,845491,28393.42,870680,27297.95
1006090007,"154 W 14th St, New York, NY 10011",134044,140044,0.957,SC9 Rate I (Standard),595,17.55,468,14.34,424,13.23,257,9,272,9.38,240,8.57,222,8.12,111,5.31,204,7.66,206,7.71,157,6.47,270,9.33,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,246461,8503.64,250645,9038.56,226309,7452.18,150108,5156.81,171584,6176.61,206398,8383.09,285166,11490.17,254288,10561.05,223882,9266.52,169565,5937.11,165693,5967.55,171919,5792.56
1006450029,"416 W 13th St, New York, NY 10014",122400,144000,0.85,SC9 Rate I (Standard),571762,11754.45,512642,10542.49,365227,7520.49,195253,4036.02,108192,2251.27,75655,1584.26,61278,1289.53,57060,1203.06,55318,1167.35,136401,2829.55,472267,9714.81,662544,13615.49,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,217629,7567.51,263206,9466.39,311368,10064.62,286404,9383.78,321060,11120.5,367572,14537.73,400088,15918.61,368499,15079.19,339073,13776.26,333989,11207.92,331281,11430.14,325320,10513.7
1006460001,"40 10 Ave, New York, NY 10034",100809,158847,0.635,SC9 Rate I (Standard),624735,12840.4,458978,9442.38,321989,6634.11,192759,3984.89,101291,2109.8,50451,1067.58,43360,922.21,45596,968.05,49635,1050.85,125033,2596.51,422260,8689.66,507262,10432.2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,758963,25143.64,700233,24351.7,769462,24134.18,736417,23340.07,732397,24725.38,735956,28604.97,845397,33078.29,809315,32517.72,729519,29062.29,708541,23214.64,691839,23324.59,731930,23027.72
1006460019,"860 Washington St, New York, NY 10014",106239,122098,0.87,SC9 Rate I (Standard),494856,12522.36,374448,9476.03,329121,8329.26,94221,2386.29,0,,179046,4532.36,36233,919.19,52006,1318.25,88059,2230.39,129550,3280.11,304917,7716.9,386396,9778.32,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,594697,19810.22,535922,18755.2,604965,19081.94,585014,18644.6,635552,21522.25,639642,24927.09,730554,28652.89,694140,27961.44,633244,25293.11,603849,19858.61,542791,18407.64,609866,19271.02
1006460027,"428 W 14th St, New York, NY 10014",43152,53658,0.804,SC9 Rate I (Standard),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,292805,10008.34,276538,9920.49,276538,8994.88,260271,8573.31,260271,9109.91,276538,11061.48,292805,11784.54,292805,12084.77,276538,11328.01,260271,8844.8,260271,9087.59,276538,9012.36
1006720001,"601 W 26th St, New York, NY 10001",1814700,1925012,0.943,SC9 Rate II (Large TOD),8502995,174344.73,7450169,152761.8,6372152,130662.45,3186909,65364.97,1020266,20948.79,426978,8786.38,360338,7420.26,365107,7518.03,401551,8265.13,1558189,31976.21,5919097,121374.82,7985411,163734.26,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8786532,285784.08,7859379,268194.87,8655301,266333.89,8464220,263003.18,8780860,290926.68,9034158,345483.02,9927626,383055.69,9811675,388647.99,8871987,347841.23,8443918,271181.56,8143561,269149.61,8508574,262365.34
1006980001,"244 11 Ave, New York, NY 10001",131268.05,174186,0.754,SC9 Rate I (Standard),582,17.22,849,23.98,909,25.5,188,7.26,0,,0,,0,,0,,0,,53,3.84,555,16.54,1097,30.25,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,526923,17609.72,499191,17504.13,471458,14981.51,415992,13402.7,388259,13343.09,443725,17445.74,499191,19737.48,499191,20249.32,443725,17873.41,415992,13836.63,443725,15139.55,499191,15864.83
1007120029,"47 9 Ave, New York, NY 10011",36092,62199,0.58,SC9 Rate I (Standard),30510,774.4,28276,717.88,28387,720.69,15707,399.89,11973,305.42,10921,278.8,11870,302.81,11311,288.67,10665,272.32,12969,330.62,23857,606.08,29024,736.81,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,265870,9133.81,251099,9054.03,251099,8213.57,236329,7830.79,236329,8318.03,251099,10090.05,265870,10746.62,265870,11019.23,251099,10332.07,236329,8077.31,236329,8297.76,251099,8229.44
1007130001,"75 9 Ave, New York, NY 10011",901426,1100533,0.819,SC9 Rate II (Large TOD),4662827,95621.29,4514859,92587.94,3951753,81044.27,2232376,45797.04,1518126,31154.92,1214135,24923.1,1242451,25503.58,1196343,24558.36,1293742,26555.04,1784445,36614.46,3448220,70721.84,4687900,96135.28,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5989599,194972.8,5324032,181840.01,5924572,182464.34,5737700,178445.35,6144427,203727.19,6513319,249221.38,7706189,297454.16,7330867,290508.08,6664120,261402.88,5937111,190822.82,5613371,185681.12,5811938,179372.41
1007280060,"442 W 31st St, New York, NY 10001",112146,119996,0.935,SC9 Rate I (Standard),63472,1608.34,54609,1384.11,29550,750.11,29070,737.97,109546,2774.01,33183,842.03,24123,612.81,19470,495.09,21301,541.42,38049,965.14,187629,4749.51,248548,6290.76,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,400827,13515.62,353733,12549.78,328601,10593.9,187850,6327.31,205909,7311.9,237110,9555.87,276122,11141.67,259478,10766.36,223994,9270.9,166431,5836.65,203261,7206.88,220177,7277.77
1007390001,"111 8 Ave, New York, NY 10011",1595459,2161994,0.738,SC9 Rate II (Large TOD),439659,9046.34,407471,8386.49,409073,8419.33,226350,4673.51,172533,3570.26,157374,3259.5,171050,3539.86,162992,3374.67,153688,3183.94,186887,3864.52,343788,7080.99,418246,8607.38,4918231,175886.49,4076892,145798.4,2436823,87146.02,1436562,51374.54,1031101,36874.38,690251,24684.86,742653,26558.86,736882,26352.48,722837,25850.2,1285609,45976.13,2740464,98004.87,4170253,149137.19,35425691,1150708.74,33561181,1143607.8,31696671,974009.16,27967651,867864.98,26103141,863857.65,29832161,1139682.85,33561181,1293758.38,33561181,1328170.27,29832161,1168435.43,27967651,897038.58,29832161,984635.3,33561181,1033396.04
1007570054,"330 W 34th St, New York, NY 10001",549494.4,618653,0.888,SC9 Rate II (Large TOD),1069161,21951.13,990886,20346.5,994782,20426.36,550437,11317.29,419566,8634.44,382701,7878.7,415958,8560.47,396362,8158.75,373737,7694.94,454470,9349.97,836020,17171.74,1017087,20883.62,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1452396,47658.14,1375954,47367,1299512,40413.73,1146628,36061.99,1070187,35897.72,1223070,47206.08,1375954,53522.93,1375954,54933.77,1223070,48384.89,1146628,37258.06,1223070,40849.38,1375954,42848.5
1007580082,"440 9 Ave, New York, NY 10001",327596,384610,0.852,SC9 Rate II (Large TOD),1063078,21826.43,1085583,22287.78,1049758,21553.37,283315,5841.29,149947,3107.25,7606,189.26,26188,570.19,12258,284.62,11738,273.96,77539,1622.88,672644,13822.54,726757,14931.85,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1252765,41176.48,1194906,41200.44,1262413,39274.3,1115368,35092.52,1385368,46322.27,1432854,55216.96,1580744,61414.38,1569844,62603.99,1348070,53278.66,1168985,37974.74,1084266,36270.37,1095877,34228.72
1007590045,"519 8 Ave, New York, NY 10018",306591,330291,0.928,SC9 Rate I (Standard),990126,20330.92,917637,18844.89,921246,18918.88,509747,10483.15,388551,7998.63,354411,7298.76,385209,7930.12,367062,7558.1,346110,7128.59,420874,8661.25,774220,15904.84,941901,19342.3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,710138,23558.38,648904,22603.41,696952,21907.16,617343,19647.22,666613,22549.59,755764,29361.37,965782,37717.24,920014,36896.94,791595,31492.57,669479,21962.46,615757,20814.72,588788,18622.31
1007600032,"307 W 36th St, New York, NY 10018",205254,232458,0.883,SC9 Rate I (Standard),172503,4366.83,214826,5437.6,230751,5840.5,160195,4055.43,146516,3709.35,61003,1545.88,108304,2742.59,143464,3632.14,130854,3313.11,154538,3912.31,172932,4377.68,190247,4815.75,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,374909,12674.11,356954,12659.49,394513,12618.27,378873,12251.53,404675,13886.04,437357,17202.57,547638,21604.35,520598,21096.18,433642,17478.65,375403,12535.5,352031,12114.66,351428,11317.21
1007600055,"320 W 37th St, New York, NY 10018",92000,109885,0.837,SC9 Rate I (Standard),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,231994,8033.92,219783,7987.39,207573,6876.74,183153,6181.64,170943,6155.41,195363,7961.7,219783,8970.69,219783,9196.04,195363,8149.99,183153,6372.69,195363,6946.33,219783,7265.64
1007610033,"545 8 Ave, New York, NY 10018",164478,169596,0.97,SC9 Rate I (Standard),1691,45.28,1072,29.62,1762,47.08,1039,28.79,465,14.26,372,11.91,456,14.04,211,7.84,622,18.24,784,22.34,999,27.77,1719,45.99,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,270159,9273.07,250673,9039.52,281077,9134.29,254046,8380.25,277509,9680.05,339726,13474.4,490801,19414.18,485277,19698.89,398654,16108.87,312719,10526.09,276061,9608.48,284039,9243.22
1007620033,"575 8 Ave, New York, NY 10018",197400,224400,0.88,SC9 Rate I (Standard),481,14.67,912,25.57,3501,91.08,6372,163.71,6018,154.76,4473,115.67,3685,95.73,3415,88.9,3498,91,4668,120.6,5683,146.28,7452,191.04,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1210684,39810.19,870470,30150.03,691697,21745.76,644567,20491.52,715407,24163.44,780202,30294.57,970725,37907.72,939924,37684.57,813435,32347.61,688330,22566.76,598359,20240.78,609981,19274.56
1007620050,"318 W 39th St, New York, NY 10018",152946,156508,0.977,SC9 Rate I (Standard),281,9.61,285,9.71,381,12.14,198,7.51,85,4.65,30,3.26,2,2.55,8,2.7,0,,93,4.85,170,6.8,172,6.85,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,388773,13124.25,364558,12918.48,347312,11168.58,305333,9970.82,297679,10347.17,346866,13747.05,448719,17792.58,403575,16466.79,333721,13566.73,284204,9612,271183,9447.56,278029,9058.25
1007630024,"315 W 39th St, New York, NY 10018",117821,132684,0.888,SC9 Rate I (Standard),66038,1673.26,59615,1510.76,66001,1672.33,83943,2126.26,114027,2887.38,101259,2564.35,84263,2134.35,65931,1670.55,73713,1867.44,86758,2197.48,84131,2131.01,86512,2191.25,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,204653,7146.21,193232,7083.05,209230,6927.63,200939,6733.24,206775,7340.54,234500,9456.2,345662,13821.35,329738,13545.82,269024,11033.83,209444,7215.48,190051,6771.1,206789,6865.73
1007660061,"230 W 17th St, New York, NY 10011",53168,53168,1,SC9 Rate I (Standard),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,183316,6453.43,173132,6398.44,173132,5818.95,162947,5554.99,162947,5890.94,173132,7112.78,183316,7565.46,183316,7753.42,173132,7279.65,162947,5724.96,162947,5876.96,173132,5829.89
1007760059,"236 W 27th St, New York, NY 10001",80181.35,94331,0.85,SC9 Rate I (Standard),9153,234.07,8483,217.12,8516,217.95,4712,121.71,3592,93.38,3276,85.38,3561,92.59,3393,88.34,3200,83.46,3891,100.94,7157,183.57,8707,222.79,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,209197,7293.74,197575,7230.98,197575,6569.67,185953,6268.48,185953,6651.86,197575,8046.17,209197,8562.76,209197,8777.26,197575,8236.59,185953,6462.45,185953,6635.91,197575,6582.16
1007780020,"239 W 28th St, New York, NY 10001",137500,156500,0.879,SC9 Rate I (Standard),442789,11205.06,489265,12380.9,422577,10693.7,55891,1416.54,7622,195.34,6960,178.59,1479,39.92,3999,103.67,5423,139.7,52024,1318.71,362253,9167.5,533011,13487.68,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,270721,9291.31,239948,8674.22,268309,8742.14,271552,8923.17,290843,10121.07,335071,13296.64,439640,17442.72,405133,16528.42,376417,15238.29,318417,10708.74,286839,9964.04,278348,9068.07
1007780036,"322-326 7Th Ave, New York, NY 10001",74477,87620,0.85,SC9 Rate I (Standard),17318,440.65,14927,380.15,28014,711.25,47699,1209.28,26860,682.06,0,,0,,0,,1635,43.87,9621,245.91,15659,398.67,28683,728.18,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,413959,13941.99,397695,14047.14,378211,12117.59,278545,9140.04,202759,7207.71,242669,9768.14,293081,11795.17,300726,12398.12,278499,11404.78,349939,11719.22,471277,16048.47,546059,17307.27
1007780043,"330 7 Ave, New York, NY 10001",217084,217084,1,SC9 Rate I (Standard),170895,4326.14,154170,3903,169053,4279.54,126682,3207.55,90299,2287.06,82140,2080.64,82295,2084.56,86926,2201.73,91366,2314.06,38371,973.29,54436,1379.73,87826,2224.5,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,533817,17833.56,481573,16904.06,509392,16146.58,484231,15519,536429,18243.78,629416,24536.6,851615,33317.89,760537,30588.08,637019,25440.9,500377,16541.69,471616,16059.65,514526,16336.79
1007790013,"241 W 29th St, New York, NY 10001",87500,106960,0.818,SC9 Rate I (Standard),1078,29.77,973,27.12,1078,29.77,1043,28.89,56,3.92,2,2.55,0,,0,,3,2.58,242,8.62,375,11.99,299,10.06,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,139807,5040.78,132353,5009.49,148088,5049.76,131149,4568.84,139166,5104.39,157827,6528.34,195728,8043.74,184169,7787.16,152052,6454.36,128478,4620.02,134823,4949.18,133733,4617.33
1007790017,"231 W 29th St, New York, NY 10001",135323,144323,0.938,SC9 Rate I (Standard),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,366913,12414.49,346528,12304.37,346528,11144.5,310347,10126.32,326144,11288.65,346528,13734.14,372416,14852.29,372416,15234.15,346528,14068.13,326144,10956.44,326144,11260.67,346528,11166.41
1007790041,"352 7 Ave, New York, NY 10001",121004,127488,0.949,SC9 Rate I (Standard),279756,7080.33,190363,4818.68,144496,3658.25,182736,4625.72,247907,6274.55,242570,6139.52,230005,5821.63,202471,5125.02,129124,3269.34,219684,5560.51,243922,6173.73,268900,6805.67,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,252435,8697.6,234314,8482.32,269320,8773.19,249162,8228.79,280404,9775.81,347459,13769.69,464068,18384.04,433988,17669.92,359754,14585.93,287002,9701.7,268758,9367.56,271146,8846.42
1007790057,"224 W 30th St, New York, NY 10001",132801,147524,0.9,SC9 Rate I (Standard),382,12.16,330,10.85,353,11.43,94,4.88,61,4.04,26,3.16,32,3.31,28,3.21,28,3.21,47,3.69,222,8.12,292,9.89,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,191080,6705.52,174973,6461.15,168349,5672.04,182838,6171.87,211465,7495.66,254881,10234.48,335968,13447.79,291585,12036.5,254152,10451.59,205407,7086.07,186624,6658.04,181762,6095.49
1007790075,"400 8 Ave, New York, NY 10001",70506,75876,0.929,SC9 Rate I (Standard),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,355000,12027.7,335278,11921.19,335278,10798.98,315556,10287.87,315556,10938.45,335278,13304.54,355000,14181.18,355000,14545.18,335278,13627.69,315556,10617.03,315556,10911.38,335278,10820.17
1007800010,"251 W 30th St, New York, NY 10001",81972,104199,0.787,SC9 Rate I (Standard),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,137368,4961.59,118209,4527.74,130657,4514.4,116622,4118.31,121755,4528.52,138525,5791.26,178736,7388.97,168151,7153.5,154456,6548.48,144637,5138.02,151547,5500.89,152854,5205.81
1007800013,"247 W 30th St, New York, NY 10001",50747,64625,0.785,SC9 Rate I (Standard),55620,1409.69,51548,1306.66,51750,1311.77,28635,726.97,21827,554.72,19909,506.2,21639,549.97,20620,524.19,19443,494.41,23642,600.64,43491,1102.82,52911,1341.15,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,114445,4217.32,108087,4182.98,108087,3821.2,101729,3656.43,101729,3866.17,108087,4628.95,114445,4911.56,114445,5028.9,108087,4733.12,101729,3762.55,101729,3857.44,108087,3828.04
1007800036,"370 7 Ave, New York, NY 10001",282525.55,416321,0.679,SC9 Rate I (Standard),938536,19273.32,869825,17864.75,873245,17934.86,483187,9938.67,368305,7583.59,335944,6920.19,365138,7518.66,347937,7166.04,328076,6758.89,398945,8211.71,733880,15077.87,892824,18336.23,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1012668,33380.97,959369,33177.96,906071,28329.88,799474,25295.66,746176,25181.12,852773,33065.79,959369,37470.12,959369,38453.81,852773,33887.7,799474,26129.61,852773,28633.65,959369,30027.49
1007800071,"254 W 31st St, New York, NY 10001",59013,65977,0.894,SC9 Rate I (Standard),154951,3922.76,143607,3635.76,144171,3650.03,79774,2020.78,60807,1540.92,55464,1405.74,60284,1527.69,57444,1455.83,54165,1372.87,65865,1668.88,121162,3067.9,147404,3731.82,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,198053,6931.92,187050,6872.49,187050,6246.41,176047,5961.26,176047,6324.22,187050,7644.26,198053,8133.34,198053,8336.41,187050,7824.54,176047,6144.9,176047,6309.12,187050,6258.24
1007830070,"250 W 34th St, New York, NY 10119",2155372,2336771,0.922,SC9 Rate II (Large TOD),30503136,625347.62,28269959,579567.49,28381114,581846.17,15703956,321964.43,11970203,245422.49,10918447,223861.5,11867270,243312.37,11308204,231851.52,10662721,218619.11,12966010,265836.54,23851643,488992.01,29017466,594891.39,6790523,242843.66,6296761,225185.67,5598933,200229.85,3658224,130825.93,2167373,77509.91,1564894,55963.96,1721148,61551.94,1538778,55030,1275470,45613.54,2366741,84639.73,4860393,173818.07,6997512,250246.03,1315925,43227.17,1159780,40004.04,1408188,43751.52,1437969,45097.37,1569912,52426.02,1624042,62517.74,1423084,55339.06,1059933,42432.08,659247,26311.13,554034,18261.73,703177,23698.62,751917,23642.85
1007840041,"450 7 Ave, New York, NY 10123",491253,491253,1,SC9 Rate I (Standard),3032,79.21,2810,73.59,2822,73.9,1561,41.99,1190,32.61,1086,29.98,1180,32.35,1124,30.94,1060,29.32,1289,35.11,2371,62.49,2885,75.49,1295660,73789.68,1114504,63472.59,1045533,59544.59,809331,46092.55,454281,25871.95,284219,16186.68,287967,16400.13,292382,16651.57,281719,16044.3,398365,22687.45,896861,51077.51,1365042,77741.09,954530,31493.34,889823,30809.2,987492,30830.58,1007708,31753.65,1178085,39466.43,1299033,50106.83,1713402,66526.26,1535661,61251.72,1263786,49978.93,1005770,32742.68,927438,31096.77,929572,29110.44
