bbl,address,office_sqft,total_gross_floor_area,office_pct_of_building,elec_tariff,Office_Gas_Usage_Current_Jan_kBtu,Office_Gas_Cost_Current_Jan_USD,Office_Gas_Usage_Current_Feb_kBtu,Office_Gas_Cost_Current_Feb_USD,Office_Gas_Usage_Current_Mar_kBtu,Office_Gas_Cost_Current_Mar_USD,Office_Gas_Usage_Current_Apr_kBtu,Office_Gas_Cost_Current_Apr_USD,Office_Gas_Usage_Current_May_kBtu,Office_Gas_Cost_Current_May_USD,Office_Gas_Usage_Current_Jun_kBtu,Office_Gas_Cost_Current_Jun_USD,Office_Gas_Usage_Current_Jul_kBtu,Office_Gas_Cost_Current_Jul_USD,Office_Gas_Usage_Current_Aug_kBtu,Office_Gas_Cost_Current_Aug_USD,Office_Gas_Usage_Current_Sep_kBtu,Office_Gas_Cost_Current_Sep_USD,Office_Gas_Usage_Current_Oct_kBtu,Office_Gas_Cost_Current_Oct_USD,Office_Gas_Usage_Current_Nov_kBtu,Office_Gas_Cost_Current_Nov_USD,Office_Gas_Usage_Current_Dec_kBtu,Office_Gas_Cost_Current_Dec_USD,Office_Steam_Usage_Current_Jan_kBtu,Office_Steam_Cost_Current_Jan_USD,Office_Steam_Usage_Current_Feb_kBtu,Office_Steam_Cost_Current_Feb_USD,Office_Steam_Usage_Current_Mar_kBtu,Office_Steam_Cost_Current_Mar_USD,Office_Steam_Usage_Current_Apr_kBtu,Office_Steam_Cost_Current_Apr_USD,Office_Steam_Usage_Current_May_kBtu,Office_Steam_Cost_Current_May_USD,Office_Steam_Usage_Current_Jun_kBtu,Office_Steam_Cost_Current_Jun_USD,Office_Steam_Usage_Current_Jul_kBtu,Office_Steam_Cost_Current_Jul_USD,Office_Steam_Usage_Current_Aug_kBtu,Office_Steam_Cost_Current_Aug_USD,Office_Steam_Usage_Current_Sep_kBtu,Office_Steam_Cost_Current_Sep_USD,Office_Steam_Usage_Current_Oct_kBtu,Office_Steam_Cost_Current_Oct_USD,Office_Steam_Usage_Current_Nov_kBtu,Office_Steam_Cost_Current_Nov_USD,Office_Steam_Usage_Current_Dec_kBtu,Office_Steam_Cost_Current_Dec_USD,Office_Elec_Usage_Current_Jan_kBtu,Office_Elec_Cost_Current_Jan_USD,Office_Elec_Usage_Current_Feb_kBtu,Office_Elec_Cost_Current_Feb_USD,Office_Elec_Usage_Current_Mar_kBtu,Office_Elec_Cost_Current_Mar_USD,Office_Elec_Usage_Current_Apr_kBtu,Office_Elec_Cost_Current_Apr_USD,Office_Elec_Usage_Current_May_kBtu,Office_Elec_Cost_Current_May_USD,Office_Elec_Usage_Current_Jun_kBtu,Office_Elec_Cost_Current_Jun_USD,Office_Elec_Usage_Current_Jul_kBtu,Office_Elec_Cost_Current_Jul_USD,Office_Elec_Usage_Current_Aug_kBtu,Office_Elec_Cost_Current_Aug_USD,Office_Elec_Usage_Current_Sep_kBtu,Office_Elec_Cost_Current_Sep_USD,Office_Elec_Usage_Current_Oct_kBtu,Office_Elec_Cost_Current_Oct_USD,Office_Elec_Usage_Current_Nov_kBtu,Office_Elec_Cost_Current_Nov_USD,Office_Elec_Usage_Current_Dec_kBtu,Office_Elec_Cost_Current_Dec_USD
1008680025,"261 Madison Ave, New York, NY 10016",325956,396239,0.823,SC9 Rate I (Standard),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2528615,144008.22,2474050,140900.67,1281562,72986.78,237890,13548.17,449812,25617.43,601037,34229.91,781242,44492.84,1062867,60531.79,927548,52825.18,646720,36831.62,794760,45262.71,1798240,102412.33,763495,25290.78,726715,25253.68,793867,24883.73,753511,23870.21,824656,27776.83,834475,32367.05,947322,37005.9,932284,37382.33,857241,34062.62,818005,26723.65,770008,25903.31,812254,25499.81
1008680072,"437 5 Ave, New York, NY 10016",61240,67365,0.909,SC9 Rate I (Standard),37247,944.85,34520,875.86,34655,879.27,19176,487.65,14616,372.28,13332,339.8,14491,369.12,13808,351.84,13020,331.91,15832,403.05,29125,739.36,35432,898.93,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,257411,8859.16,243111,8781.95,243111,7968.23,228810,7597.61,228810,8069.34,243111,9785.02,257411,10420.65,257411,10684.59,243111,10019.33,228810,7836.28,228810,8049.72,243111,7983.6
1008690034,"90 Park Ave, New York, NY 10016",855860,868814,0.985,SC9 Rate II (Large TOD),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3924664,140354.4,3752761,134206.78,2906672,103948.82,1417009,50675.28,976131,34908.54,2288327,81835.48,4516044,161503.42,5424546,193993.4,4126289,147564.94,1907975,68233.28,1874719,67043.97,3471844,124160.59,2605060,85083.02,2419032,82894.63,2586698,79947.39,2588137,80767.64,2887661,96010.31,2943691,112910.32,3320050,128437.33,3293458,130789.56,3127871,122958.16,3022872,97403.34,2625876,87126.58,2681447,83026.96
1008690066,"10 E 40th St, New York, NY 10016",400080,430070,0.93,SC9 Rate I (Standard),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2895284,164890.55,2727272,155322.02,1853419,105554.85,794476,45246.54,598868,34106.39,70719,4027.55,50966,2902.59,49915,2842.73,60101,3422.84,562063,32010.29,1735883,98861.01,2825881,160937.95,1502339,49279.69,1421696,48924.99,1499667,46561.14,1226197,38529.67,1201610,40244.51,1342001,51747.62,1697992,65932.45,1524477,60809.29,1316586,52046.05,1105637,35944.04,1104526,36938.73,1185971,37001.5
1008710003,"32 Union Square, New York, NY 10003",115552,145772,0.793,SC9 Rate I (Standard),451,13.91,547,16.34,564,16.77,75,4.4,49,3.74,41,3.54,51,3.79,43,3.59,54,3.87,80,4.52,489,14.87,577,17.1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,308651,10522.83,276091,9905.26,316619,10225.9,328357,10684.87,375770,12930.02,427636,16831.36,501643,19831.97,475222,19301.12,421336,16996.87,344052,11530.51,282680,9826.84,288470,9379.59
1008710060,"30 Irving Pl, New York, NY 10003",96805,102805,0.942,SC9 Rate I (Standard),331381,8386.44,380332,9624.9,310389,7855.34,14932,380.28,683,19.78,0,,4450,115.08,0,,0,,20407,518.8,215072,5443.82,275169,6964.28,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,158595,5650.79,150531,5628.64,147006,5016.53,139769,4836.17,166740,6016.39,212293,8608.19,328679,13166.92,311144,12810.25,251368,10342.6,173141,6051.75,158213,5720.79,174604,5875.19
1008710070,"116 E 16th St, New York, NY 10003",52405,67625,0.775,SC9 Rate I (Standard),73176,1853.85,67818,1718.3,68085,1725.05,37673,955.63,28716,729.01,26193,665.18,28469,722.77,27128,688.84,25579,649.65,31105,789.46,57219,1450.14,69611,1763.66,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,168636,5976.8,159268,5926.23,159268,5393.14,149899,5150.33,149899,5459.38,159268,6583.36,168636,6999.77,168636,7172.68,159268,6736.87,149899,5306.69,149899,5446.52,159268,5403.21
1008720013,"35 Irving Pl, New York, NY 10003",288402,349777,0.825,SC9 Rate I (Standard),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,833188,47451.24,822018,46815.1,521485,29699.31,193342,11011.1,51360,2925.03,74853,4262.98,56145,3197.54,59465,3386.62,57529,3276.36,110150,6273.2,535880,30519.13,745613,42463.72,492579,16494.64,475859,16709.43,511962,16225.51,553236,17659.06,591722,20072.59,641389,24993.81,858416,33579.97,797575,32053.29,666961,26613.13,548621,18088.21,540980,18347.9,476116,15154.67
1008730067,"215 Park Ave South, New York, NY 10003",275213,333340,0.826,SC9 Rate I (Standard),295,9.96,272,9.38,277,9.51,180,7.05,134,5.89,126,5.69,9,2.73,17,2.93,21,3.03,93,4.85,254,8.93,294,9.94,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,740211,24534.79,721707,25083.11,796377,24960.82,759475,24055.17,745631,25163.1,789857,30663.26,1064587,41524.62,975543,39093.65,846361,33636.67,687190,22530.21,652288,22019.84,689555,21723.57
1008760001,"251 Park Ave South, New York, NY 10010",77011,104048,0.74,SC9 Rate I (Standard),256824,6500.15,174027,4405.38,165594,4192.03,10733,274.04,7155,183.52,31049,788.04,81264,2058.48,8433,215.85,0,,0,,120362,3047.66,149495,3784.72,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,236674,8185.87,224217,8138.41,211761,7005.37,186848,6296.24,174391,6269.45,199304,8112.19,224217,9141.55,224217,9371.45,199304,8304.28,186848,6491.14,199304,7076.34,224217,7402.11
1008760006,257 PARK AVENUE SOUTH,176148.05,220736,0.798,SC9 Rate I (Standard),886400,18204.53,821505,16874.19,824735,16940.4,456346,9388.43,347846,7164.18,317282,6537.61,344855,7102.86,328608,6769.8,309851,6385.28,376783,7757.38,693112,14242.13,843227,17319.49,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,618211,20573.68,585674,20449.77,553137,17490.13,488062,15637.81,455524,15567.86,520599,20381.28,585674,23070.04,585674,23670.56,520599,20883.04,488062,16146.92,520599,17675.55,585674,18526.48
1008780065,"120 E 23rd St, New York, NY 10010",200757,220511,0.91,SC9 Rate I (Standard),419,13.1,385,12.24,406,12.77,214,7.91,99,5,91,4.8,96,4.93,99,5,141,6.07,196,7.46,188,7.26,182,7.1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,531310,17752.16,470356,16522,543076,17181.13,544916,17401.03,571601,19407.09,608156,23724.76,682001,26781.94,663653,26755.38,598715,23941.29,555412,18305.91,486631,16554.98,493105,15677.53
1008790081,"315 Park Ave South, New York, NY 10010",298082,356330,0.837,SC9 Rate I (Standard),321385,6621.73,396751,8166.73,330102,6800.42,285108,5878.05,228611,4719.86,194697,4024.62,168520,3487.99,164035,3396.05,157636,3264.87,191887,3967.02,199785,4128.93,194914,4029.07,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,977241,32230.72,904387,31305.26,1004329,31347.7,928828,29307.33,959905,32250.17,1016104,39302.8,1124992,43852.29,1141537,45660.31,1028917,40783.77,980749,31940.6,871194,29241.34,889641,27881.51
1008800014,"121 E 24th St, New York, NY 10010",54694,65000,0.841,SC9 Rate I (Standard),165516,4190.05,153399,3883.49,154002,3898.75,85213,2158.39,64953,1645.81,59246,1501.42,64394,1631.67,61361,1554.93,57858,1466.31,70356,1782.51,129424,3276.93,157455,3986.11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,94833,3580.55,89565,3552.12,89565,3252.33,84296,3115.78,84296,3289.57,89565,3921.66,94833,4155.82,94833,4253.06,89565,4007.98,84296,3203.71,84296,3282.34,89565,3257.99
1008800084,"104 E 25th St, New York, NY 10010",97146,130000,0.747,SC9 Rate I (Standard),256,8.98,298,10.04,255,8.95,65,4.14,26,3.16,4,2.6,4,2.6,0,,0,,52,3.82,166,6.7,213,7.89,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,298501,10193.28,276879,9932.1,314949,10174.61,298292,9752.46,317805,11012.84,358771,14201.66,474078,18769.77,417792,17029.21,394106,15930.81,379093,12653.79,325054,11224.71,310009,10042.48
1008810001,"351 Park Ave South, New York, NY 10010",217377,269231,0.807,SC9 Rate I (Standard),310463,6397.82,318395,6560.43,333438,6868.81,232549,4800.59,217607,4494.28,202694,4188.56,194244,4015.34,203834,4211.93,212423,4388,230408,4756.7,314908,6488.95,318080,6553.97,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,615846,20496.89,512036,17941.64,577785,18247.15,591597,18848.76,576798,19578.98,646339,25182.83,1027521,40096.31,1079816,43218.65,1077575,42688.74,945360,30806.16,704309,23735.96,767917,24135.27
1008820076,"116 E 27th St, New York, NY 10016",70217,70217,1,SC9 Rate I (Standard),235154,5951.9,217938,5516.33,218795,5538.01,121064,3065.42,92280,2337.18,84172,2132.05,91487,2317.12,87177,2208.08,82201,2082.19,99957,2531.41,183876,4654.56,223700,5662.11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,182125,6414.76,172007,6360.12,172007,5784.39,161889,5522.18,161889,5855.95,172007,7069.82,182125,7519.56,182125,7706.3,172007,7235.6,161889,5691.05,161889,5842.06,172007,5795.27
1008830088,"401 Park Ave South, New York, NY 10016",232000,248566,0.933,SC9 Rate I (Standard),102414,2593.57,78714,1993.96,81688,2069.21,54006,1368.85,44680,1132.9,71844,1820.15,71208,1804.06,74566,1889.02,71135,1802.22,73675,1866.48,71821,1819.57,92662,2346.85,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,850208,28106.19,795790,27606.4,821036,25718.18,787483,24923.79,679780,22985.09,847846,32877.64,1071349,41785.19,1061197,42482.09,977104,38755.28,942482,30713.91,836720,28104.07,784101,24633.36
1008860001,"443 Park Ave South, New York, NY 10016",65703,75588,0.869,SC9 Rate I (Standard),176,6.95,163,6.62,164,6.65,91,4.8,69,4.25,63,4.09,69,4.25,65,4.14,62,4.07,75,4.4,138,5.99,168,6.75,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,122804,4488.72,115981,4451.86,115981,4063.65,109159,3886.86,109159,4111.91,115981,4930.39,122804,5233.67,122804,5359.58,115981,5042.17,109159,4000.72,109159,4102.55,115981,4070.99
1008870095,"471 Park Ave South, New York, NY 10016",433877,449437,0.965,SC9 Rate I (Standard),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,426643,24297.93,336823,19182.55,346960,19759.87,226526,12900.98,101662,5789.8,78666,4480.14,81291,4629.64,85716,4881.65,70066,3990.36,82892,4720.82,207892,11839.75,371703,21169.02,860975,28455.78,814671,28249.5,892958,27927.14,831354,26284.36,957546,32172.14,1069562,41344.17,1143108,44550.38,1248490,49891.33,1041833,41289.43,899482,29335.49,784375,26377.26,787662,24742.95
1009030047,"220 E 23rd St, New York, NY 10010",115291,150355,0.767,SC9 Rate I (Standard),569616,11710.46,515127,10593.44,484137,9958.14,66915,1405.09,6564,167.9,231,38.07,12122,281.83,4182,119.06,193,37.29,89956,1877.43,404659,8328.84,706764,14522,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,159741,5688,144523,5424.01,167502,5646.03,146750,5052.67,153046,5563.47,172783,7099.45,246238,9990.11,229870,9595.08,197732,8242.74,154252,5446.24,147543,5368.8,157374,5344.92
1009400012,"321 E 34th St, New York, NY 10016",105572,105572,1,SC9 Rate I (Standard),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,286136,9791.81,270240,9705.97,270240,8801.45,242024,8007.41,254343,8913.84,270240,10820.98,290428,11692.94,290428,11990.73,270240,11081.44,254343,8654.77,254343,8892.03,270240,8818.53
1009930001,"561 7 Ave, New York, NY 10018",60050,71741,0.837,SC9 Rate I (Standard),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,162749,5785.66,153707,5736.82,153707,5222.34,137658,4770.7,144665,5286.27,153707,6371.01,165189,6866.94,165189,7036.32,153707,6519.15,144665,5138.91,144665,5273.86,153707,5232.06
1009930022,"115 W 40th St, New York, NY 10018",304345,304345,1,SC9 Rate I (Standard),46508,1179.15,38455,975.41,46602,1181.53,27518,698.71,28714,728.96,24723,627.99,22672,576.1,24924,633.08,22164,563.25,26694,677.86,46221,1171.89,33874,859.51,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,877746,29000.3,819296,28407.03,932434,29139.57,832246,26312.03,946024,31791.05,989243,38277.08,1220346,47526.69,1141096,45642.87,1114625,44139.25,967479,31515.22,898538,30143.39,869595,27264.56
1009930029,"5 Bryant Park, New York, NY 10018",614006,682914,0.899,SC9 Rate II (Large TOD),150841,3818.78,119945,3037.11,130359,3300.58,96783,2451.11,59475,1507.22,60389,1530.34,62534,1584.61,62749,1590.05,32600,827.28,62508,1583.95,60245,1526.7,62160,1575.15,2356021,134178.75,2050054,116753.49,1539138,87656.1,835002,47554.55,729309,41535.19,532873,30347.88,276572,15751.17,269246,15333.94,212209,12085.6,365801,20832.89,1049652,59779.18,1870504,106527.87,1826743,59812.5,1633406,56135.92,1744785,54089.51,1675558,52465.74,1757754,58638.86,1921869,73890.66,2232531,86530.54,2288728,91042.79,1885530,74320.3,1731896,56019.53,1687051,56155.66,1696958,52727.87
1009930055,"1441 Broadway, New York, NY 10018",450730,494868,0.911,SC9 Rate II (Large TOD),217854,5514.21,175959,4454.26,201223,5093.44,196945,4985.21,201534,5101.31,205347,5197.78,214279,5423.76,214468,5428.54,208135,5268.32,213486,5403.7,218328,5526.2,244132,6179.04,961611,54765.12,829525,47242.63,494858,28182.87,21118,1202.7,0,,68462,3899.01,132645,7554.32,170436,9706.57,199225,11346.15,218247,12429.48,211168,12026.32,194056,11051.77,1446576,47469.17,1384993,47674.88,1420289,44123.19,1385733,43477.37,1469243,49096.42,1624307,62527.86,1962762,76135.17,1919380,76431.51,1682599,66375.52,1505279,48755.05,1400747,46710.77,1457513,45358.6
1009940001,"1459 Broadway, New York, NY 10019",1059378,1079378,0.981,SC9 Rate II (Large TOD),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1896365,108000.69,1835699,104545.67,1366102,77801.45,651595,37109.26,406685,23161.29,319057,18170.75,321303,18298.66,315686,17978.77,305575,17402.93,426907,24312.96,832468,47410.24,1464964,83431.79,2869900,93681.89,2710461,92820.81,2710461,83748.56,2427457,75784.46,2551023,84876.07,2710461,104004.11,2912948,112749.93,2912948,115736.72,2710461,106616.49,2551023,82277.65,2551023,84657.25,2710461,83919.91
1009950033,"1111 Ave Of The Americas, New York, NY 10036",568383,2212675,0.5,SC9 Rate II (Large TOD),21913445,449258.96,20309131,416370.52,20388985,418007.53,11281718,231308.55,8599391,176320.85,7843810,160831.44,8525444,174804.94,8123811,166571.46,7660096,157065.3,9314778,190986.28,17135014,351301.12,20846140,427379.2,4834,275.3,15536,884.8,247401,14089.84,370866,21121.35,100621,5730.51,3000,170.85,10974,624.98,12915,735.53,107591,6127.46,91730,5224.15,41290,2351.52,261639,14900.71,2473315,80805.5,2313412,79297.17,2694515,83258.8,3505837,109228.36,4069800,135109.32,4102049,157143.78,4808597,185797.46,4850599,192389.53,4494657,176468.05,5035211,161911.31,3528425,116900.79,3297791,101995.85
1009960001,"1500 Broadway, New York, NY 10036",401298,508344,0.789,SC9 Rate II (Large TOD),108102,2737.48,101873,2579.89,112654,2852.65,109736,2778.82,128357,3249.93,192425,4870.85,198478,5023.99,202863,5134.93,190929,4833,204825,5184.57,205774,5208.58,234488,5935.05,1915147,109070.35,1585028,90269.6,1224230,69721.64,595609,33920.78,481908,27445.35,772913,44018.5,723763,41219.33,429821,24478.92,406758,23165.45,586012,33374.22,1047550,59659.46,1635940,93169.11,2223934,72708.56,2041114,70022.6,2253726,69720.74,2081901,65067.7,2212081,73665.64,2347639,90149.27,2588603,100251.52,2562934,101890.29,2279335,89737.83,2179601,70371.26,2088705,69405.83,1584347,49262.1
1009960029,"1133 Ave Of The Americas, New York, NY 10036",838075,977035,0.858,SC9 Rate II (Large TOD),2735905,56119.39,1547489,31756.86,1579664,32416.45,1627111,33389.11,1735562,35612.35,876018,17991.7,9352,225.05,0,,0,,595555,12242.21,2344886,48103.5,2736886,56139.5,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3281579,107048.35,2939661,100627.45,2978646,91985.39,2982445,92996.36,3194651,106163.94,3238761,124177.96,3411255,131951.85,3521041,139792.67,3121546,122710.53,3031089,97666.75,2968512,98429.81,3016636,93342.89
1009970029,"1155 Ave Of The Americas, New York, NY 10036",681611,686838,0.992,SC9 Rate II (Large TOD),32637,828.22,34125,865.86,40374,1023.96,39581,1003.9,39482,1001.39,36704,931.11,40176,1018.95,37200,943.66,33728,855.82,38986,988.85,37563,952.84,35312,895.89,1657969,94423.7,1626357,92623.35,1031357,58737.25,335245,19092.68,77537,4415.84,5669,322.86,7289,415.12,133,7.57,9319,530.73,114549,6523.73,716217,40789.58,1407372,80151.84,2072495,67791.61,1881080,64571.78,1978112,61255.74,2049134,64051.49,2250006,74920,2327766,89390.39,2524397,97777.39,2704087,107474.25,2328643,91668.25,2183231,70487.63,2018263,67082.02,2163850,67097.16
1009970041,"120 W 45th St, New York, NY 10036",414076,426056,0.972,SC9 Rate II (Large TOD),128643,3257.17,115139,2915.52,128593,3255.9,111273,2817.71,139348,3528,138119,3496.91,120970,3063.04,128895,3263.54,118070,2989.67,139085,3521.35,178805,4526.27,216513,5480.28,554757,31594.2,517773,29487.91,443806,25275.38,295871,16850.27,184919,10531.4,73968,4212.58,36984,2106.29,36984,2106.29,73968,4212.58,221903,12637.69,443806,25275.38,813644,46338.18,1936645,63380.81,1652886,56799.41,1698945,52681.62,1684187,52733.36,1887933,62944.51,1986535,76360.02,2093196,81161.36,2102205,83664.01,1979329,77992.55,1842942,59579.25,1670532,55610.72,1752257,54429.78
1009980012,"145 W 45th St, New York, NY 10036",65372,81698,0.8,SC9 Rate I (Standard),41,3.54,38,3.46,38,3.46,21,3.03,16,2.9,15,2.88,16,2.9,15,2.88,14,2.85,18,2.96,32,3.31,39,3.49,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,227512,7888.4,214873,7820.15,214873,7100.95,202233,6773.37,202233,7190.32,214873,8706.72,227512,9268.52,227512,9501.8,214873,8913.81,202233,6984.32,202233,7172.97,214873,7114.53
1009980024,"115 W 45th St, New York, NY 10036",43281,53281,0.812,SC9 Rate I (Standard),126472,3202.24,117213,2967.99,117674,2979.65,65112,1649.83,49631,1258.16,45270,1147.83,49204,1247.36,46886,1188.72,44210,1121.01,53760,1362.63,98894,2504.52,120312,3046.39,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,169591,6007.81,160170,5956.95,160170,5420.84,150748,5176.66,150748,5487.46,160170,6617.81,169591,7036.57,169591,7210.46,160170,6772.18,150748,5333.91,150748,5474.53,160170,5430.97
1009990003,"1560 Broadway, New York, NY 10036",191882,236119,0.813,SC9 Rate I (Standard),220,8.07,195,7.43,297,10.01,148,6.24,32,3.31,0,,7,2.68,0,,0,,207,7.74,224,8.17,217,7.99,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,459947,15435.14,435335,15329.17,463554,14738.75,469181,15052.26,539511,18345.72,606306,23654.11,765756,30009.38,753571,30312.51,669470,26711.36,567427,18691.06,469550,15991.5,488779,15544.39
1009990009,"151 W 46th St, New York, NY 10036",56160,61160,0.918,SC9 Rate I (Standard),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,152172,5442.25,143717,5396.55,143717,4915.52,128712,4493.26,135264,4975.33,143717,5989.53,154454,6453.28,154454,6611.65,143717,6128.04,135264,4837.55,135264,4963.73,143717,4924.6
1009990019,"114 W 47th St, New York, NY 10036",549945.75,577534,0.952,SC9 Rate II (Large TOD),11424,291.53,11424,291.53,13233,337.29,12757,325.25,13138,334.89,12662,322.85,13138,334.89,9615,245.76,3142,81.99,0,,13144,335.04,7946,203.53,2187435,124577.54,2482901,141404.75,1349912,76879.41,496837,28295.57,124168,7071.54,91405,5205.64,0,,0,,4159,236.86,260428,14831.75,1244914,70899.62,1690685,96286.92,1540100,50505.72,1459898,50226.17,1685133,52257.4,1586377,49699.96,1681398,56113.4,1739651,66932.42,1924777,74671.45,1889060,75232.06,1699415,67033.87,1584638,51299,1545613,51489.76,1442296,44890.27
1009990029,"1185 Ave Of The Americas, New York, NY 10036",672763,1041308,0.646,SC9 Rate II (Large TOD),102319,2591.17,94019,2381.18,112675,2853.18,100503,2545.23,105034,2659.86,108067,2736.6,98814,2502.49,96187,2436.03,92304,2337.79,92441,2341.26,86776,2197.93,96192,2436.16,3391516,121287.88,3453544,123506.14,2419729,86534.7,1259828,45054.15,983545,35173.68,1822092,65161.92,3002555,107377.8,2746111,98206.82,1268410,45361.06,607148,21712.91,1512250,54081.3,2796995,100026.54,2390299,78110.13,2245982,77000.48,2399941,74211.48,2376250,74196.37,2442875,81299.1,2542933,97606.83,2821339,109219.85,2830350,112469.17,2457534,96714.35,2351333,75876.34,2214139,73543.78,2220415,68838.03
1010030005,"135 W 50th St, New York, NY 10020",715990.5842,751395,0.953,SC9 Rate II (Large TOD),264287,6688.96,244938,6199.43,245901,6223.8,136063,3444.89,103713,2626.44,94600,2395.88,102821,2603.87,97977,2481.32,92384,2339.82,112341,2844.73,206657,5230.92,251415,6363.3,1955246,111354.04,1824896,103930.43,1564197,89083.25,1042798,59388.83,651749,37118.03,260699,14847.18,130350,7423.62,130350,7423.62,260699,14847.18,782098,44541.59,1564197,89083.25,2867694,163319.26,1176022,38684.78,1114126,38449.05,1052230,32818.9,928438,29295.24,866542,29162.2,990334,38318.74,1114126,43433.57,1114126,44575.94,990334,39273.24,928438,30263.71,990334,33171.65,1114126,34790.36
1010040020,"787 7 Ave, New York, NY 10019",1553937,1811610,0.858,SC9 Rate II (Large TOD),261346,5390.93,231483,4778.73,262385,5412.23,244059,5036.54,257066,5303.19,251368,5186.38,242745,5009.61,253958,5239.47,234550,4841.61,229552,4739.15,217446,4490.98,242383,5002.18,9515068,340279.23,9618413,343975.07,6996551,250211.66,2720372,97286.34,1516077,54218.16,666445,23833.5,661108,23642.64,669402,23939.25,693805,24811.95,1938236,69315.48,5256900,187998.02,8311117,297223.36,6824389,222076.9,6154280,210118.56,6634971,204283,6230598,193731.64,6657582,220699.69,7010155,268193.73,7851498,303053.54,7583884,300517.34,6731951,264058.47,6598206,212015.02,6184406,204519,6369422,196529.8
1010040029,"1285 Ave Of The Americas, New York, NY 10019",971197,1708404,0.568,SC9 Rate II (Large TOD),131846,3338.2,119086,3015.38,131837,3337.98,127557,3229.69,131807,3337.22,127576,3230.17,131823,3337.62,131818,3337.5,135996,3443.2,146169,3700.58,129619,3281.86,134824,3413.55,4326420,154722.06,4359298,155897.84,3114483,111380.59,1808745,64684.6,1719643,61498.12,2379029,85079.18,3691484,132015.38,3395395,121426.61,2573638,92038.81,1873782,67010.46,2329619,83312.17,3728862,133352.1,4626220,150706.38,4234520,144730.82,4607785,142021.53,4403039,137053.38,4717907,156545.33,4878889,186808.46,5272784,203684.58,5192966,205933.45,4874396,191334.89,4726855,152026.59,4381285,145035.81,4427717,136770.98
1010070029,"1345 Ave Of The Americas, New York, NY 10019",1832312,1900241,0.964,SC9 Rate II (Large TOD),320544,6604.49,300751,6198.73,312262,6434.7,283333,5841.66,295646,6094.08,273475,5639.57,243584,5026.81,261910,5402.49,281205,5798.04,314676,6484.19,333247,6864.9,348877,7185.31,8080437,288973.75,8289329,296444.18,5755290,205821.51,2455287,87806.33,2518663,90072.79,5482982,196083.19,8004119,286244.46,6966036,249120.38,5464487,195421.77,3989411,142669.89,4314939,154311.47,6538706,233838.15,7688562,250135.01,7069757,241300.05,7957761,244910.17,7530954,234059.71,8209668,272034.62,8316498,318078.21,8874422,342471.21,9128568,361624.51,8434289,330705.28,8325676,267391.17,7822110,258545.26,7884602,243161.68
1010080037,"106 W 56th St, New York, NY 10019",87573,87573,1,SC9 Rate I (Standard),88007,2229.08,81564,2066.07,81885,2074.19,45309,1148.82,34536,876.26,31502,799.5,34239,868.75,32626,827.94,30764,780.83,37409,948.95,68816,1743.54,83721,2120.64,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,207616,7242.41,196082,7180.13,196082,6523.81,184548,6224.91,184548,6605.39,196082,7989.16,207616,8501.84,207616,8714.72,196082,8178.14,184548,6417.41,184548,6589.56,196082,6536.21
